cohort_month,order_month,retationed_customer
4/1/2021,12/1/2022,2
4/1/2021,1/1/2023,3
4/1/2021,2/1/2023,8
4/1/2021,3/1/2023,1
4/1/2021,4/1/2023,1
4/1/2021,5/1/2023,3
4/1/2021,6/1/2023,3
4/1/2021,7/1/2023,2
4/1/2021,8/1/2023,3
4/1/2021,9/1/2023,3
4/1/2021,10/1/2023,6
4/1/2021,11/1/2023,1
4/1/2021,12/1/2023,6
4/1/2021,1/1/2024,3
4/1/2021,2/1/2024,2
4/1/2021,3/1/2024,6
4/1/2021,4/1/2024,5
4/1/2021,5/1/2024,5
4/1/2021,6/1/2024,2
4/1/2021,7/1/2024,3
4/1/2021,8/1/2024,2
4/1/2021,9/1/2024,9
4/1/2021,10/1/2024,4
4/1/2021,11/1/2024,3
4/1/2021,12/1/2024,4
4/1/2021,1/1/2025,3
4/1/2021,2/1/2025,2
4/1/2021,3/1/2025,2
4/1/2021,4/1/2025,6
5/1/2021,5/1/2021,145
5/1/2021,6/1/2021,3
5/1/2021,7/1/2021,2
5/1/2021,8/1/2021,1
5/1/2021,9/1/2021,4
5/1/2021,10/1/2021,2
5/1/2021,11/1/2021,6
5/1/2021,12/1/2021,4
5/1/2021,1/1/2022,4
5/1/2021,2/1/2022,4
5/1/2021,3/1/2022,4
5/1/2021,4/1/2022,6
5/1/2021,5/1/2022,3
5/1/2021,6/1/2022,1
5/1/2021,7/1/2022,4
5/1/2021,8/1/2022,2
5/1/2021,9/1/2022,6
5/1/2021,10/1/2022,2
5/1/2021,11/1/2022,1
5/1/2021,12/1/2022,1
5/1/2021,1/1/2023,4
5/1/2021,2/1/2023,3
5/1/2021,3/1/2023,3
5/1/2021,4/1/2023,3
5/1/2021,5/1/2023,6
5/1/2021,6/1/2023,3
5/1/2021,7/1/2023,6
5/1/2021,8/1/2023,2
5/1/2021,9/1/2023,3
5/1/2021,10/1/2023,1
5/1/2021,11/1/2023,6
5/1/2021,12/1/2023,3
5/1/2021,1/1/2024,3
5/1/2021,2/1/2024,4
5/1/2021,3/1/2024,1
5/1/2021,4/1/2024,3
5/1/2021,5/1/2024,1
5/1/2021,6/1/2024,3
5/1/2021,7/1/2024,6
5/1/2021,8/1/2024,7
5/1/2021,9/1/2024,5
5/1/2021,10/1/2024,1
5/1/2021,11/1/2024,8
5/1/2021,12/1/2024,2
5/1/2021,1/1/2025,3
5/1/2021,2/1/2025,1
5/1/2021,3/1/2025,3
5/1/2021,4/1/2025,4
6/1/2021,6/1/2021,181
6/1/2021,7/1/2021,9
6/1/2021,8/1/2021,4
6/1/2021,9/1/2021,7
6/1/2021,10/1/2021,2
6/1/2021,11/1/2021,9
6/1/2021,12/1/2021,1
6/1/2021,1/1/2022,3
6/1/2021,2/1/2022,1
6/1/2021,3/1/2022,11
6/1/2021,4/1/2022,6
6/1/2021,5/1/2022,5
6/1/2021,6/1/2022,1
6/1/2021,7/1/2022,8
6/1/2021,8/1/2022,1
6/1/2021,9/1/2022,3
6/1/2021,10/1/2022,7
6/1/2021,11/1/2022,3
6/1/2021,12/1/2022,8
6/1/2021,1/1/2023,6
6/1/2021,2/1/2023,2
6/1/2021,3/1/2023,6
6/1/2021,4/1/2023,2
6/1/2021,5/1/2023,6
6/1/2021,6/1/2023,4
6/1/2021,7/1/2023,4
6/1/2021,8/1/2023,6
6/1/2021,9/1/2023,3
6/1/2021,10/1/2023,7
6/1/2021,11/1/2023,7
6/1/2021,12/1/2023,3
6/1/2021,1/1/2024,4
6/1/2021,2/1/2024,1
6/1/2021,3/1/2024,6
6/1/2021,4/1/2024,4
6/1/2021,5/1/2024,6
6/1/2021,6/1/2024,3
6/1/2021,7/1/2024,3
6/1/2021,8/1/2024,4
6/1/2021,9/1/2024,9
6/1/2021,10/1/2024,2
6/1/2021,11/1/2024,7
6/1/2021,12/1/2024,5
6/1/2021,1/1/2025,4
6/1/2021,2/1/2025,7
6/1/2021,3/1/2025,6
6/1/2021,4/1/2025,5
7/1/2021,7/1/2021,126
7/1/2021,8/1/2021,3
7/1/2021,9/1/2021,2
7/1/2021,10/1/2021,4
7/1/2021,11/1/2021,4
7/1/2021,12/1/2021,3
7/1/2021,1/1/2022,5
7/1/2021,3/1/2022,2
7/1/2021,4/1/2022,5
7/1/2021,5/1/2022,4
7/1/2021,6/1/2022,3
7/1/2021,7/1/2022,4
7/1/2021,8/1/2022,2
7/1/2021,9/1/2022,6
7/1/2021,10/1/2022,6
7/1/2021,11/1/2022,5
7/1/2021,12/1/2022,2
7/1/2021,1/1/2023,4
7/1/2021,2/1/2023,2
7/1/2021,3/1/2023,3
7/1/2021,4/1/2023,1
7/1/2021,5/1/2023,3
7/1/2021,6/1/2023,1
7/1/2021,7/1/2023,5
7/1/2021,8/1/2023,2
7/1/2021,9/1/2023,3
7/1/2021,10/1/2023,2
7/1/2021,11/1/2023,2
7/1/2021,12/1/2023,3
7/1/2021,1/1/2024,6
7/1/2021,2/1/2024,5
7/1/2021,3/1/2024,3
7/1/2021,4/1/2024,4
7/1/2021,5/1/2024,8
7/1/2021,6/1/2024,1
7/1/2021,7/1/2024,3
7/1/2021,8/1/2024,1
7/1/2021,9/1/2024,1
7/1/2021,10/1/2024,5
7/1/2021,11/1/2024,5
7/1/2021,12/1/2024,4
7/1/2021,1/1/2025,2
7/1/2021,2/1/2025,1
7/1/2021,3/1/2025,1
7/1/2021,4/1/2025,6
8/1/2021,8/1/2021,143
8/1/2021,9/1/2021,3
8/1/2021,10/1/2021,1
8/1/2021,11/1/2021,7
8/1/2021,12/1/2021,7
8/1/2021,1/1/2022,2
8/1/2021,2/1/2022,3
8/1/2021,3/1/2022,4
8/1/2021,4/1/2022,5
8/1/2021,5/1/2022,8
8/1/2021,6/1/2022,1
8/1/2021,7/1/2022,5
8/1/2021,8/1/2022,7
8/1/2021,9/1/2022,1
8/1/2021,10/1/2022,8
8/1/2021,11/1/2022,5
8/1/2021,12/1/2022,6
8/1/2021,1/1/2023,4
8/1/2021,2/1/2023,2
8/1/2021,3/1/2023,4
8/1/2021,4/1/2023,5
8/1/2021,5/1/2023,3
8/1/2021,6/1/2023,6
8/1/2021,7/1/2023,2
8/1/2021,8/1/2023,3
8/1/2021,9/1/2023,4
8/1/2021,10/1/2023,3
8/1/2021,11/1/2023,7
8/1/2021,12/1/2023,1
8/1/2021,1/1/2024,7
8/1/2021,2/1/2024,5
8/1/2021,3/1/2024,4
8/1/2021,4/1/2024,3
8/1/2021,5/1/2024,2
8/1/2021,6/1/2024,2
8/1/2021,7/1/2024,4
8/1/2021,8/1/2024,3
8/1/2021,9/1/2024,3
8/1/2021,10/1/2024,2
8/1/2021,11/1/2024,2
8/1/2021,12/1/2024,4
8/1/2021,1/1/2025,2
8/1/2021,2/1/2025,5
8/1/2021,3/1/2025,5
8/1/2021,4/1/2025,5
9/1/2021,9/1/2021,149
9/1/2021,10/1/2021,5
9/1/2021,11/1/2021,1
9/1/2021,12/1/2021,2
9/1/2021,1/1/2022,3
9/1/2021,2/1/2022,7
9/1/2021,3/1/2022,10
9/1/2021,4/1/2022,3
9/1/2021,5/1/2022,6
9/1/2021,6/1/2022,4
9/1/2021,8/1/2022,5
9/1/2021,9/1/2022,4
9/1/2021,10/1/2022,6
9/1/2021,11/1/2022,5
9/1/2021,12/1/2022,5
9/1/2021,1/1/2023,4
9/1/2021,2/1/2023,3
9/1/2021,3/1/2023,4
9/1/2021,4/1/2023,3
9/1/2021,5/1/2023,6
9/1/2021,6/1/2023,3
9/1/2021,7/1/2023,7
9/1/2021,8/1/2023,4
9/1/2021,9/1/2023,4
9/1/2021,10/1/2023,2
9/1/2021,11/1/2023,2
9/1/2021,12/1/2023,5
9/1/2021,1/1/2024,8
9/1/2021,2/1/2024,4
9/1/2021,3/1/2024,7
9/1/2021,4/1/2024,3
9/1/2021,5/1/2024,4
9/1/2021,6/1/2024,2
9/1/2021,7/1/2024,4
9/1/2021,8/1/2024,6
9/1/2021,9/1/2024,2
9/1/2021,10/1/2024,5
9/1/2021,11/1/2024,6
9/1/2021,12/1/2024,3
9/1/2021,1/1/2025,4
9/1/2021,2/1/2025,3
9/1/2021,3/1/2025,1
9/1/2021,4/1/2025,3
10/1/2021,10/1/2021,123
10/1/2021,11/1/2021,3
10/1/2021,12/1/2021,4
10/1/2021,1/1/2022,3
10/1/2021,2/1/2022,3
10/1/2021,3/1/2022,3
10/1/2021,4/1/2022,3
10/1/2021,5/1/2022,7
10/1/2021,6/1/2022,5
10/1/2021,7/1/2022,3
10/1/2021,8/1/2022,4
10/1/2021,9/1/2022,4
10/1/2021,10/1/2022,3
10/1/2021,11/1/2022,1
10/1/2021,12/1/2022,6
10/1/2021,1/1/2023,4
10/1/2021,2/1/2023,2
10/1/2021,3/1/2023,2
10/1/2021,4/1/2023,8
10/1/2021,5/1/2023,4
10/1/2021,6/1/2023,2
10/1/2021,7/1/2023,2
10/1/2021,8/1/2023,4
10/1/2021,9/1/2023,4
10/1/2021,10/1/2023,3
10/1/2021,11/1/2023,3
10/1/2021,12/1/2023,4
10/1/2021,1/1/2024,2
10/1/2021,2/1/2024,2
10/1/2021,3/1/2024,3
10/1/2021,4/1/2024,2
10/1/2021,5/1/2024,4
10/1/2021,6/1/2024,3
10/1/2021,7/1/2024,1
10/1/2021,8/1/2024,3
10/1/2021,9/1/2024,3
10/1/2021,10/1/2024,6
10/1/2021,11/1/2024,3
10/1/2021,12/1/2024,2
10/1/2021,1/1/2025,2
10/1/2021,2/1/2025,2
10/1/2021,3/1/2025,4
10/1/2021,4/1/2025,3
11/1/2021,11/1/2021,115
11/1/2021,12/1/2021,5
11/1/2021,1/1/2022,7
11/1/2021,3/1/2022,2
11/1/2021,4/1/2022,5
11/1/2021,5/1/2022,4
11/1/2021,6/1/2022,4
11/1/2021,7/1/2022,3
11/1/2021,9/1/2022,2
11/1/2021,10/1/2022,4
11/1/2021,11/1/2022,5
11/1/2021,12/1/2022,2
11/1/2021,1/1/2023,4
11/1/2021,2/1/2023,3
11/1/2021,3/1/2023,6
11/1/2021,4/1/2023,5
11/1/2021,5/1/2023,4
11/1/2021,6/1/2023,2
11/1/2021,7/1/2023,3
11/1/2021,8/1/2023,3
11/1/2021,9/1/2023,4
11/1/2021,10/1/2023,1
11/1/2021,11/1/2023,2
11/1/2021,1/1/2024,1
11/1/2021,2/1/2024,2
11/1/2021,3/1/2024,3
11/1/2021,4/1/2024,3
11/1/2021,5/1/2024,6
11/1/2021,7/1/2024,2
11/1/2021,8/1/2024,1
11/1/2021,9/1/2024,4
11/1/2021,10/1/2024,6
11/1/2021,11/1/2024,2
11/1/2021,12/1/2024,4
11/1/2021,1/1/2025,5
11/1/2021,2/1/2025,4
11/1/2021,3/1/2025,3
11/1/2021,4/1/2025,2
12/1/2021,12/1/2021,130
12/1/2021,1/1/2022,5
12/1/2021,2/1/2022,2
12/1/2021,3/1/2022,5
12/1/2021,4/1/2022,4
12/1/2021,5/1/2022,2
12/1/2021,6/1/2022,2
12/1/2021,7/1/2022,4
12/1/2021,8/1/2022,5
12/1/2021,9/1/2022,4
12/1/2021,10/1/2022,4
12/1/2021,11/1/2022,1
12/1/2021,12/1/2022,1
12/1/2021,1/1/2023,3
12/1/2021,2/1/2023,4
12/1/2021,3/1/2023,5
12/1/2021,4/1/2023,2
12/1/2021,5/1/2023,2
12/1/2021,6/1/2023,3
12/1/2021,7/1/2023,3
12/1/2021,8/1/2023,5
12/1/2021,9/1/2023,6
12/1/2021,10/1/2023,3
12/1/2021,11/1/2023,3
12/1/2021,12/1/2023,1
12/1/2021,1/1/2024,6
12/1/2021,2/1/2024,3
12/1/2021,4/1/2024,2
12/1/2021,5/1/2024,3
12/1/2021,6/1/2024,2
12/1/2021,7/1/2024,3
12/1/2021,8/1/2024,7
12/1/2021,9/1/2024,2
12/1/2021,11/1/2024,3
12/1/2021,12/1/2024,5
12/1/2021,1/1/2025,3
12/1/2021,2/1/2025,5
12/1/2021,3/1/2025,5
12/1/2021,4/1/2025,6
1/1/2022,1/1/2022,127
1/1/2022,2/1/2022,4
1/1/2022,3/1/2022,5
1/1/2022,4/1/2022,4
1/1/2022,5/1/2022,2
1/1/2022,6/1/2022,3
1/1/2022,7/1/2022,1
1/1/2022,8/1/2022,3
1/1/2022,9/1/2022,1
1/1/2022,10/1/2022,7
1/1/2022,11/1/2022,4
1/1/2022,12/1/2022,1
1/1/2022,1/1/2023,3
1/1/2022,2/1/2023,2
1/1/2022,4/1/2023,2
1/1/2022,5/1/2023,5
1/1/2022,6/1/2023,4
1/1/2022,7/1/2023,3
1/1/2022,8/1/2023,6
1/1/2022,9/1/2023,4
1/1/2022,10/1/2023,2
1/1/2022,11/1/2023,5
1/1/2022,12/1/2023,4
1/1/2022,1/1/2024,3
1/1/2022,3/1/2024,3
1/1/2022,4/1/2024,7
1/1/2022,5/1/2024,2
1/1/2022,6/1/2024,3
1/1/2022,7/1/2024,4
1/1/2022,8/1/2024,2
1/1/2022,9/1/2024,5
1/1/2022,10/1/2024,4
1/1/2022,11/1/2024,1
1/1/2022,12/1/2024,4
1/1/2022,1/1/2025,4
1/1/2022,2/1/2025,2
1/1/2022,3/1/2025,5
1/1/2022,4/1/2025,3
2/1/2022,2/1/2022,119
2/1/2022,3/1/2022,4
2/1/2022,4/1/2022,5
2/1/2022,5/1/2022,4
2/1/2022,6/1/2022,1
2/1/2022,7/1/2022,2
2/1/2022,8/1/2022,3
2/1/2022,9/1/2022,4
2/1/2022,10/1/2022,1
2/1/2022,11/1/2022,3
2/1/2022,12/1/2022,3
2/1/2022,1/1/2023,2
2/1/2022,2/1/2023,5
2/1/2022,3/1/2023,6
2/1/2022,4/1/2023,2
2/1/2022,5/1/2023,3
2/1/2022,6/1/2023,2
2/1/2022,7/1/2023,8
2/1/2022,8/1/2023,7
2/1/2022,9/1/2023,1
2/1/2022,10/1/2023,2
2/1/2022,11/1/2023,3
2/1/2022,12/1/2023,2
2/1/2022,1/1/2024,4
2/1/2022,2/1/2024,5
2/1/2022,3/1/2024,3
2/1/2022,4/1/2024,8
2/1/2022,5/1/2024,2
2/1/2022,6/1/2024,5
2/1/2022,7/1/2024,3
2/1/2022,8/1/2024,2
2/1/2022,9/1/2024,4
2/1/2022,10/1/2024,4
2/1/2022,11/1/2024,2
2/1/2022,12/1/2024,2
2/1/2022,2/1/2025,2
2/1/2022,3/1/2025,4
3/1/2022,3/1/2022,120
3/1/2022,4/1/2022,1
3/1/2022,5/1/2022,1
3/1/2022,6/1/2022,3
3/1/2022,7/1/2022,2
3/1/2022,8/1/2022,4
3/1/2022,9/1/2022,7
3/1/2022,10/1/2022,1
3/1/2022,11/1/2022,2
3/1/2022,12/1/2022,2
3/1/2022,1/1/2023,3
3/1/2022,2/1/2023,3
3/1/2022,3/1/2023,5
3/1/2022,4/1/2023,3
3/1/2022,5/1/2023,5
3/1/2022,6/1/2023,3
3/1/2022,7/1/2023,4
3/1/2022,8/1/2023,3
3/1/2022,9/1/2023,2
3/1/2022,10/1/2023,5
3/1/2022,11/1/2023,5
3/1/2022,12/1/2023,3
3/1/2022,1/1/2024,3
3/1/2022,2/1/2024,4
3/1/2022,3/1/2024,8
3/1/2022,4/1/2024,2
3/1/2022,5/1/2024,5
3/1/2022,6/1/2024,1
3/1/2022,7/1/2024,3
3/1/2022,8/1/2024,2
3/1/2022,9/1/2024,3
3/1/2022,10/1/2024,3
3/1/2022,11/1/2024,4
3/1/2022,12/1/2024,5
3/1/2022,1/1/2025,7
3/1/2022,2/1/2025,4
3/1/2022,3/1/2025,2
3/1/2022,4/1/2025,4
4/1/2022,4/1/2022,110
4/1/2022,5/1/2022,2
4/1/2022,6/1/2022,2
4/1/2022,8/1/2022,1
4/1/2022,9/1/2022,4
4/1/2022,11/1/2022,6
4/1/2022,12/1/2022,2
4/1/2022,1/1/2023,4
4/1/2022,2/1/2023,1
4/1/2022,3/1/2023,2
4/1/2022,4/1/2023,2
4/1/2022,5/1/2023,4
4/1/2022,6/1/2023,4
4/1/2022,7/1/2023,1
4/1/2022,8/1/2023,3
4/1/2022,10/1/2023,2
4/1/2022,11/1/2023,4
4/1/2022,12/1/2023,3
4/1/2022,1/1/2024,3
4/1/2022,3/1/2024,4
4/1/2022,4/1/2024,4
4/1/2022,5/1/2024,1
4/1/2022,6/1/2024,2
4/1/2022,7/1/2024,1
4/1/2022,8/1/2024,4
4/1/2022,9/1/2024,2
4/1/2022,10/1/2024,1
4/1/2022,11/1/2024,3
4/1/2022,12/1/2024,1
4/1/2022,1/1/2025,4
4/1/2022,2/1/2025,4
4/1/2022,3/1/2025,4
4/1/2022,4/1/2025,6
5/1/2022,5/1/2022,120
5/1/2022,6/1/2022,3
5/1/2022,7/1/2022,4
5/1/2022,8/1/2022,3
5/1/2022,9/1/2022,2
5/1/2022,10/1/2022,4
5/1/2022,11/1/2022,3
5/1/2022,12/1/2022,1
5/1/2022,1/1/2023,3
5/1/2022,2/1/2023,2
5/1/2022,3/1/2023,3
5/1/2022,4/1/2023,3
5/1/2022,5/1/2023,2
5/1/2022,6/1/2023,3
5/1/2022,7/1/2023,3
5/1/2022,8/1/2023,2
5/1/2022,9/1/2023,2
5/1/2022,10/1/2023,1
5/1/2022,11/1/2023,1
5/1/2022,12/1/2023,5
5/1/2022,1/1/2024,2
5/1/2022,2/1/2024,2
5/1/2022,3/1/2024,4
5/1/2022,4/1/2024,5
5/1/2022,5/1/2024,6
5/1/2022,7/1/2024,2
5/1/2022,8/1/2024,4
5/1/2022,9/1/2024,3
5/1/2022,10/1/2024,3
5/1/2022,11/1/2024,5
5/1/2022,12/1/2024,5
5/1/2022,1/1/2025,6
5/1/2022,2/1/2025,4
5/1/2022,3/1/2025,1
5/1/2022,4/1/2025,2
6/1/2022,6/1/2022,120
6/1/2022,7/1/2022,2
6/1/2022,9/1/2022,2
6/1/2022,10/1/2022,2
6/1/2022,11/1/2022,3
6/1/2022,12/1/2022,2
6/1/2022,2/1/2023,2
6/1/2022,3/1/2023,1
6/1/2022,4/1/2023,6
6/1/2022,5/1/2023,5
6/1/2022,6/1/2023,5
6/1/2022,7/1/2023,4
6/1/2022,8/1/2023,2
6/1/2022,9/1/2023,4
6/1/2022,10/1/2023,4
6/1/2022,11/1/2023,1
6/1/2022,12/1/2023,3
6/1/2022,1/1/2024,4
6/1/2022,2/1/2024,3
6/1/2022,3/1/2024,4
6/1/2022,4/1/2024,3
6/1/2022,5/1/2024,1
6/1/2022,6/1/2024,4
6/1/2022,7/1/2024,2
6/1/2022,8/1/2024,4
6/1/2022,9/1/2024,4
6/1/2022,10/1/2024,2
6/1/2022,11/1/2024,1
6/1/2022,12/1/2024,4
6/1/2022,1/1/2025,5
6/1/2022,2/1/2025,2
6/1/2022,3/1/2025,1
6/1/2022,4/1/2025,3
7/1/2022,7/1/2022,118
7/1/2022,8/1/2022,4
7/1/2022,9/1/2022,4
7/1/2022,10/1/2022,2
7/1/2022,11/1/2022,4
7/1/2022,12/1/2022,1
7/1/2022,1/1/2023,2
7/1/2022,2/1/2023,5
7/1/2022,3/1/2023,2
7/1/2022,4/1/2023,3
7/1/2022,5/1/2023,3
7/1/2022,6/1/2023,2
7/1/2022,7/1/2023,2
7/1/2022,8/1/2023,3
7/1/2022,9/1/2023,5
7/1/2022,10/1/2023,1
7/1/2022,11/1/2023,3
7/1/2022,12/1/2023,8
7/1/2022,1/1/2024,1
7/1/2022,2/1/2024,3
7/1/2022,3/1/2024,1
7/1/2022,4/1/2024,2
7/1/2022,5/1/2024,3
7/1/2022,6/1/2024,1
7/1/2022,7/1/2024,3
7/1/2022,8/1/2024,4
7/1/2022,9/1/2024,5
7/1/2022,10/1/2024,3
7/1/2022,11/1/2024,4
7/1/2022,12/1/2024,4
7/1/2022,1/1/2025,4
7/1/2022,2/1/2025,3
7/1/2022,3/1/2025,2
7/1/2022,4/1/2025,1
8/1/2022,8/1/2022,111
8/1/2022,9/1/2022,2
8/1/2022,10/1/2022,5
8/1/2022,11/1/2022,6
8/1/2022,12/1/2022,1
8/1/2022,1/1/2023,4
8/1/2022,2/1/2023,6
8/1/2022,3/1/2023,5
8/1/2022,4/1/2023,2
8/1/2022,5/1/2023,2
8/1/2022,6/1/2023,3
8/1/2022,7/1/2023,2
8/1/2022,8/1/2023,4
8/1/2022,9/1/2023,3
8/1/2022,10/1/2023,6
8/1/2022,11/1/2023,6
8/1/2022,12/1/2023,4
8/1/2022,1/1/2024,4
8/1/2022,2/1/2024,5
8/1/2022,3/1/2024,4
8/1/2022,4/1/2024,1
8/1/2022,5/1/2024,3
8/1/2022,6/1/2024,3
8/1/2022,8/1/2024,4
8/1/2022,9/1/2024,1
8/1/2022,10/1/2024,5
8/1/2022,11/1/2024,4
8/1/2022,12/1/2024,3
8/1/2022,1/1/2025,3
8/1/2022,2/1/2025,4
8/1/2022,3/1/2025,1
8/1/2022,4/1/2025,3
9/1/2022,9/1/2022,104
9/1/2022,10/1/2022,1
9/1/2022,11/1/2022,2
9/1/2022,12/1/2022,2
9/1/2022,1/1/2023,4
9/1/2022,2/1/2023,1
9/1/2022,3/1/2023,3
9/1/2022,4/1/2023,1
9/1/2022,5/1/2023,3
9/1/2022,6/1/2023,2
9/1/2022,7/1/2023,3
9/1/2022,8/1/2023,4
9/1/2022,9/1/2023,1
9/1/2022,10/1/2023,2
9/1/2022,11/1/2023,1
9/1/2022,1/1/2024,2
9/1/2022,2/1/2024,2
9/1/2022,3/1/2024,2
9/1/2022,4/1/2024,1
9/1/2022,5/1/2024,3
9/1/2022,6/1/2024,4
9/1/2022,7/1/2024,5
9/1/2022,8/1/2024,2
9/1/2022,9/1/2024,1
9/1/2022,10/1/2024,3
9/1/2022,11/1/2024,1
9/1/2022,1/1/2025,5
9/1/2022,3/1/2025,1
9/1/2022,4/1/2025,2
10/1/2022,10/1/2022,92
10/1/2022,11/1/2022,2
10/1/2022,1/1/2023,1
10/1/2022,2/1/2023,1
10/1/2022,3/1/2023,6
10/1/2022,4/1/2023,5
10/1/2022,5/1/2023,2
10/1/2022,6/1/2023,3
10/1/2022,7/1/2023,2
10/1/2022,8/1/2023,4
10/1/2022,9/1/2023,5
10/1/2022,10/1/2023,4
10/1/2022,11/1/2023,4
10/1/2022,12/1/2023,2
10/1/2022,1/1/2024,5
10/1/2022,2/1/2024,1
10/1/2022,3/1/2024,3
10/1/2022,4/1/2024,2
10/1/2022,5/1/2024,1
10/1/2022,6/1/2024,1
10/1/2022,7/1/2024,2
10/1/2022,8/1/2024,5
10/1/2022,9/1/2024,1
10/1/2022,10/1/2024,2
10/1/2022,11/1/2024,1
10/1/2022,12/1/2024,2
10/1/2022,1/1/2025,2
10/1/2022,2/1/2025,2
10/1/2022,3/1/2025,3
11/1/2022,11/1/2022,99
11/1/2022,12/1/2022,2
11/1/2022,1/1/2023,4
11/1/2022,2/1/2023,2
11/1/2022,3/1/2023,1
11/1/2022,4/1/2023,6
11/1/2022,5/1/2023,3
11/1/2022,6/1/2023,4
11/1/2022,7/1/2023,4
11/1/2022,8/1/2023,4
11/1/2022,9/1/2023,2
11/1/2022,10/1/2023,4
11/1/2022,11/1/2023,2
11/1/2022,12/1/2023,3
11/1/2022,1/1/2024,1
11/1/2022,2/1/2024,4
11/1/2022,3/1/2024,4
11/1/2022,5/1/2024,4
11/1/2022,6/1/2024,5
11/1/2022,7/1/2024,1
11/1/2022,8/1/2024,1
11/1/2022,9/1/2024,2
11/1/2022,10/1/2024,4
11/1/2022,11/1/2024,3
11/1/2022,12/1/2024,5
11/1/2022,1/1/2025,5
11/1/2022,2/1/2025,3
11/1/2022,3/1/2025,4
11/1/2022,4/1/2025,3
12/1/2022,12/1/2022,80
12/1/2022,2/1/2023,3
12/1/2022,3/1/2023,2
12/1/2022,4/1/2023,1
12/1/2022,5/1/2023,2
12/1/2022,6/1/2023,2
12/1/2022,7/1/2023,2
12/1/2022,8/1/2023,1
12/1/2022,9/1/2023,7
12/1/2022,10/1/2023,2
12/1/2022,11/1/2023,3
12/1/2022,12/1/2023,3
12/1/2022,1/1/2024,1
12/1/2022,2/1/2024,1
12/1/2022,4/1/2024,1
12/1/2022,5/1/2024,1
12/1/2022,6/1/2024,3
12/1/2022,7/1/2024,1
12/1/2022,8/1/2024,3
12/1/2022,9/1/2024,1
12/1/2022,10/1/2024,2
12/1/2022,12/1/2024,1
12/1/2022,1/1/2025,2
12/1/2022,2/1/2025,2
12/1/2022,3/1/2025,4
12/1/2022,4/1/2025,3
1/1/2023,1/1/2023,99
1/1/2023,2/1/2023,2
1/1/2023,4/1/2023,2
1/1/2023,5/1/2023,2
1/1/2023,6/1/2023,5
1/1/2023,7/1/2023,5
1/1/2023,8/1/2023,4
1/1/2023,10/1/2023,2
1/1/2023,11/1/2023,4
1/1/2023,12/1/2023,1
1/1/2023,1/1/2024,1
1/1/2023,2/1/2024,1
1/1/2023,3/1/2024,5
1/1/2023,4/1/2024,1
1/1/2023,5/1/2024,4
1/1/2023,7/1/2024,3
1/1/2023,8/1/2024,5
1/1/2023,10/1/2024,6
1/1/2023,11/1/2024,2
1/1/2023,12/1/2024,5
1/1/2023,1/1/2025,3
1/1/2023,2/1/2025,1
1/1/2023,3/1/2025,3
1/1/2023,4/1/2025,2
2/1/2023,2/1/2023,94
2/1/2023,4/1/2023,5
2/1/2023,5/1/2023,5
2/1/2023,6/1/2023,1
2/1/2023,7/1/2023,3
2/1/2023,8/1/2023,5
2/1/2023,9/1/2023,5
2/1/2023,11/1/2023,5
2/1/2023,1/1/2024,1
2/1/2023,2/1/2024,1
2/1/2023,3/1/2024,2
2/1/2023,5/1/2024,2
2/1/2023,6/1/2024,2
2/1/2023,7/1/2024,1
2/1/2023,8/1/2024,1
2/1/2023,9/1/2024,3
2/1/2023,10/1/2024,3
2/1/2023,12/1/2024,1
2/1/2023,1/1/2025,1
2/1/2023,2/1/2025,2
2/1/2023,3/1/2025,4
2/1/2023,4/1/2025,2
3/1/2023,3/1/2023,82
3/1/2023,4/1/2023,1
3/1/2023,5/1/2023,1
3/1/2023,6/1/2023,5
3/1/2023,7/1/2023,1
3/1/2023,8/1/2023,3
3/1/2023,9/1/2023,1
3/1/2023,10/1/2023,4
3/1/2023,11/1/2023,1
3/1/2023,12/1/2023,3
3/1/2023,1/1/2024,3
3/1/2023,2/1/2024,3
3/1/2023,3/1/2024,1
3/1/2023,4/1/2024,1
3/1/2023,5/1/2024,2
3/1/2023,6/1/2024,2
3/1/2023,7/1/2024,1
3/1/2023,8/1/2024,2
3/1/2023,9/1/2024,1
3/1/2023,11/1/2024,2
3/1/2023,1/1/2025,1
3/1/2023,3/1/2025,3
3/1/2023,4/1/2025,3
4/1/2023,4/1/2023,85
4/1/2023,5/1/2023,3
4/1/2023,6/1/2023,2
4/1/2023,7/1/2023,1
4/1/2023,8/1/2023,3
4/1/2023,9/1/2023,2
4/1/2023,10/1/2023,2
4/1/2023,11/1/2023,2
4/1/2023,12/1/2023,2
4/1/2023,1/1/2024,3
4/1/2023,2/1/2024,2
4/1/2023,3/1/2024,3
4/1/2023,6/1/2024,5
4/1/2023,7/1/2024,1
4/1/2023,8/1/2024,2
4/1/2023,10/1/2024,1
4/1/2023,11/1/2024,4
4/1/2023,12/1/2024,5
4/1/2023,1/1/2025,2
4/1/2023,4/1/2025,1
5/1/2023,5/1/2023,83
5/1/2023,6/1/2023,4
5/1/2023,7/1/2023,2
5/1/2023,8/1/2023,2
5/1/2023,9/1/2023,1
5/1/2023,10/1/2023,4
5/1/2023,11/1/2023,3
5/1/2023,12/1/2023,4
5/1/2023,2/1/2024,1
5/1/2023,3/1/2024,3
5/1/2023,4/1/2024,1
5/1/2023,5/1/2024,2
5/1/2023,6/1/2024,3
5/1/2023,7/1/2024,4
